Pizza Hut ,"Pastas, Pizzas",Gulshan,http://harriken.com/restaurants/pizza-hut-gulshan-2-dhaka,https://s3-ap-southeast-1.amazonaws.com/harriken/images/outlet-cover/thumb/2017/07/2017072603073318885D0FT.png,4.4,,"RM Center (1st Floor), 101 Gulshan Avenue, Gulshan 2, Dhaka 1212"
Khazana Mithai ,Mishti,Gulshan,http://harriken.com/restaurants/khazana-mithai-gulshan-2-dhaka-2,https://s3-ap-southeast-1.amazonaws.com/harriken/images/outlet-cover/thumb/2017022607020613618SLIB.jpg,0.0,8801617000080,"House 9, Road 55, Gulshan 2, Dhaka 1212"
Binni Restaurant ,"Daal Bhaat, Bangladeshi, Biryani",Gulshan,http://harriken.com/restaurants/binni-restaurant-gulshan-1-dhaka,https://s3-ap-southeast-1.amazonaws.com/harriken/images/outlet-cover/thumb/2017/11/2017112211113922802NBRK.jpg,4.5,,"Concord Sark Building, House 56/A, Road 132, Gulshan 1, Dhaka 1212"
Umbrella Restaurant ,Thai,Gulshan,http://harriken.com/restaurants/umbrella-restaurant-gulshan-1-dhaka,https://s3-ap-southeast-1.amazonaws.com/harriken/images/outlet-cover/thumb/2017/12/2017120301123725828GTPT.jpg,0.0,8801736358556,"Navana Shopping Complex (4th Floor), Gulshan 1, Dhaka 1212"
Pizza Inn ,Pizzas,Gulshan,http://harriken.com/restaurants/pizza-inn-gulshan-1-dhaka,https://s3-ap-southeast-1.amazonaws.com/harriken/images/outlet-cover/thumb/2018/01/2018012503014122802COUH.jpg,0.0,8809610074992,"House 74, Road 127, Gulshan 1, Dhaka 1212"
The Living Room ,Quick Bites,Gulshan,http://harriken.com/restaurants/the-living-room-westin-dhaka,https://s3-ap-southeast-1.amazonaws.com/harriken/images/outlet-cover/thumb/2017/06/2017062908060518885MX52.jpg,0.0,88029891988,"The Westin Dhaka (1st Floor), Plot 1, Road 45, Main Gulshan Avenue, CWN (B), Gulshan 2, Dhaka 1212"
Dae Jang Geum ,Korean,Gulshan,http://harriken.com/restaurants/dae-jang-geum-gulshan-2-dhaka,https://s3-ap-southeast-1.amazonaws.com/harriken/images/outlet-cover/thumb/2017/11/2017111807114322802CVRY.jpg,4.8,88028837681,"House 11/B, Road 50, Gulshan 2, Dhaka 1212"
KFC ,Fried Chicken,Gulshan,http://harriken.com/restaurants/kfc-gulshan-2-dhaka,https://s3-ap-southeast-1.amazonaws.com/harriken/images/outlet-cover/thumb/2017022605021513618DT3F.jpg,0.0,88029859654,"RM Center (1st Floor), 101 Gulshan Avenue, Gulshan 2, Dhaka 1212"
The Holy Crab ,Seafood,Gulshan,http://harriken.com/restaurants/the-holy-crab-gulshan-1-dhaka,https://s3-ap-southeast-1.amazonaws.com/harriken/images/outlet-cover/thumb/2018/03/2018030104033129262TELL.jpg,4.1,8801991199454,"Crystal Palace (2nd Floor), 22 Gulshan South Avenue, Gulshan 1, Dhaka 1212"
Vinno Shaad ,"Indian, Bangladeshi",Gulshan,http://harriken.com/restaurants/vinno-shaad-six-seasons-hotel-dhaka,https://s3-ap-southeast-1.amazonaws.com/harriken/images/outlet-cover/thumb/420x135.jpg,0.0,,"Six Seasons Hotel (Ground Floor), House 19, Road 96, Gulshan 2, Dhaka 1212"
6 on 96 Cafe ,"Coffee, Quick Bites",Gulshan,http://harriken.com/restaurants/6-on-96-cafe-six-seasons-hotel-dhaka,https://s3-ap-southeast-1.amazonaws.com/harriken/images/outlet-cover/thumb/2018/01/2018012503015325828ZZDU.jpg,0.0,,"Six Seasons Hotel(Ground Floor), House 19, Road 96, Gulshan 2, Dhaka, Bangladesh 1212"
Spaghetti Jazz ,"Italian, Pastas, Pizzas, Steaks",Gulshan,http://harriken.com/restaurants/spaghetti-jazz-gulshan-2-dhaka,https://s3-ap-southeast-1.amazonaws.com/harriken/images/outlet-cover/thumb/2017/10/2017101405104822802IAUY.jpg,4.3,,"Rob Bhaban (4th Floor), Plot 3, Gulshan 2 Circle, Dhaka 1212"
Suraon ,"Tabletop BBQ and Grill, Korean",Gulshan,http://harriken.com/restaurants/suraon-gulshan-2-dhaka,https://s3-ap-southeast-1.amazonaws.com/harriken/images/outlet-cover/thumb/2336_1_koGAcOUz.jpg,0.0,,"House 7/2, Road 71, Gulshan 2, Dhaka 1212"
Premium Sweets ,"Mishti, Biryani, Khichuri",Gulshan,http://harriken.com/restaurants/premium-sweets-gulshan-1-dhaka,https://s3-ap-southeast-1.amazonaws.com/harriken/images/outlet-cover/thumb/2017/05/2017050406050918885NXNA.jpg,5.0,,"1st Floor, House 1B, Road 8, Gulshan 1, Dhaka 1212"
